idno,complex_id,protein_id
211,"Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7)",Q93034
211,"Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7)",Q9UBF6
213,DNA ligase IV-XRCC1 complex,P18887
213,DNA ligase IV-XRCC1 complex,P49917
214,"Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)",P62877
214,"Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)",Q15369
214,"Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)",Q15370
214,"Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)",Q93034
214,"Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)",Q9Y6I7
218,CRSP complex,O43513
218,CRSP complex,O60244
218,CRSP complex,O75448
218,CRSP complex,O95402
218,CRSP complex,Q15648
218,CRSP complex,Q6P2C8
218,CRSP complex,Q9NVC6
218,CRSP complex,Q9ULK4
219,CAND1-CUL1-RBX1 complex,P62877
219,CAND1-CUL1-RBX1 complex,Q13616
219,CAND1-CUL1-RBX1 complex,Q86VP6
220,ARF-Mule complex,P06748
220,ARF-Mule complex,Q7Z6Z7
220,ARF-Mule complex,Q8N726
221,CAND1-CUL2-RBX1 complex,P62877
221,CAND1-CUL2-RBX1 complex,Q13617
221,CAND1-CUL2-RBX1 complex,Q86VP6
222,CAND1-CUL3-RBX1 complex,P62877
222,CAND1-CUL3-RBX1 complex,Q13618
222,CAND1-CUL3-RBX1 complex,Q86VP6
223,CAND1-CUL4A-RBX1 complex,P62877
223,CAND1-CUL4A-RBX1 complex,Q13619
223,CAND1-CUL4A-RBX1 complex,Q86VP6
224,CAND1-CUL4B-RBX1 complex,P62877
224,CAND1-CUL4B-RBX1 complex,Q13620
224,CAND1-CUL4B-RBX1 complex,Q86VP6
226,"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1)",P63208
226,"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1)",Q13309
226,"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1)",Q13616
227,"Ubiquitin E3 ligase (SKP1A, BTRC, CUL1)",P63208
227,"Ubiquitin E3 ligase (SKP1A, BTRC, CUL1)",Q13616
227,"Ubiquitin E3 ligase (SKP1A, BTRC, CUL1)",Q9Y297
228,SMCC complex,O60244
228,SMCC complex,O75448
228,SMCC complex,O75586
228,SMCC complex,P24863
228,SMCC complex,P49336
228,SMCC complex,Q13503
228,SMCC complex,Q15648
228,SMCC complex,Q9Y3C7
229,NAT complex,O60244
229,NAT complex,O75586
229,NAT complex,P24863
229,NAT complex,P49336
229,NAT complex,Q13503
229,NAT complex,Q9BTT4
229,NAT complex,Q9ULK4
230,Mediator complex,A0JLT2
230,Mediator complex,O43513
230,Mediator complex,O60244
230,Mediator complex,O75448
230,Mediator complex,O75586
230,Mediator complex,O95402
230,Mediator complex,P24863
230,Mediator complex,P49336
230,Mediator complex,Q13503
230,Mediator complex,Q15528
230,Mediator complex,Q15648
230,Mediator complex,Q6P2C8
230,Mediator complex,Q71F56
230,Mediator complex,Q71SY5
230,Mediator complex,Q93074
230,Mediator complex,Q96G25
230,Mediator complex,Q96HR3
230,Mediator complex,Q96RN5
230,Mediator complex,Q9BTT4
230,Mediator complex,Q9BUE0
230,Mediator complex,Q9BWU1
230,Mediator complex,Q9H204
230,Mediator complex,Q9H944
230,Mediator complex,Q9NPJ6
230,Mediator complex,Q9NVC6
230,Mediator complex,Q9NWA0
230,Mediator complex,Q9NX70
230,Mediator complex,Q9P086
230,Mediator complex,Q9UHV7
230,Mediator complex,Q9ULK4
230,Mediator complex,Q9Y2X0
230,Mediator complex,Q9Y3C7
232,ARC complex,O43513
232,ARC complex,O60244
232,ARC complex,O75448
232,ARC complex,O75586
232,ARC complex,O95402
232,ARC complex,Q15648
232,ARC complex,Q71SY5
232,ARC complex,Q93074
232,ARC complex,Q96G25
232,ARC complex,Q96RN5
232,ARC complex,Q9NPJ6
232,ARC complex,Q9NVC6
232,ARC complex,Q9UHV7
232,ARC complex,Q9UKU7
232,ARC complex,Q9ULK4
234,HuCHRAC complex,O60264
234,HuCHRAC complex,Q9NRF9
234,HuCHRAC complex,Q9NRG0
234,HuCHRAC complex,Q9NRL2
236,WICH complex,O60264
236,WICH complex,Q9UIG0
238,SWI-SNF chromatin remodeling-related-BRCA1 complex,O14497
238,SWI-SNF chromatin remodeling-related-BRCA1 complex,O96019
238,SWI-SNF chromatin remodeling-related-BRCA1 complex,P38398
238,SWI-SNF chromatin remodeling-related-BRCA1 complex,P51531
238,SWI-SNF chromatin remodeling-related-BRCA1 complex,P51532
238,SWI-SNF chromatin remodeling-related-BRCA1 complex,Q12824
238,SWI-SNF chromatin remodeling-related-BRCA1 complex,Q8TAQ2
238,SWI-SNF chromatin remodeling-related-BRCA1 complex,Q92922
238,SWI-SNF chromatin remodeling-related-BRCA1 complex,Q92925
238,SWI-SNF chromatin remodeling-related-BRCA1 complex,Q969G3
240,BRCA1-CTIP-ZBRK1 repressor complex,P38398
240,BRCA1-CTIP-ZBRK1 repressor complex,Q99708
240,BRCA1-CTIP-ZBRK1 repressor complex,Q9GZX5
242,BRCA1-BACH1 complex,P38398
242,BRCA1-BACH1 complex,Q9BX63
243,RalBP1-CDC2-CCNB1 complex,P06493
243,RalBP1-CDC2-CCNB1 complex,P14635
243,RalBP1-CDC2-CCNB1 complex,Q15311
244,BRAFT complex,O15287
244,BRAFT complex,O15360
244,BRAFT complex,P15927
244,BRAFT complex,P27694
244,BRAFT complex,P35244
244,BRAFT complex,P40692
244,BRAFT complex,P54132
244,BRAFT complex,Q00597
244,BRAFT complex,Q13472
244,BRAFT complex,Q9H9A7
244,BRAFT complex,Q9HB96
244,BRAFT complex,Q9NPI8
244,BRAFT complex,Q9NW38
245,FA core complex (Fanconi anemia core complex),O15287
245,FA core complex (Fanconi anemia core complex),O15360
245,FA core complex (Fanconi anemia core complex),Q00597
245,FA core complex (Fanconi anemia core complex),Q0VG06
245,FA core complex (Fanconi anemia core complex),Q8NB91
245,FA core complex (Fanconi anemia core complex),Q9H9A7
245,FA core complex (Fanconi anemia core complex),Q9HB96
245,FA core complex (Fanconi anemia core complex),Q9NPI8
245,FA core complex (Fanconi anemia core complex),Q9NW38
246,BLM complex III,P40692
246,BLM complex III,P54132
246,BLM complex III,Q13472
246,BLM complex III,Q9H9A7
247,RalBP1-CCNB1-AP2A-NUMB-EPN1 complex,O95782
247,RalBP1-CCNB1-AP2A-NUMB-EPN1 complex,P14635
247,RalBP1-CCNB1-AP2A-NUMB-EPN1 complex,P49757
247,RalBP1-CCNB1-AP2A-NUMB-EPN1 complex,Q15311
247,RalBP1-CCNB1-AP2A-NUMB-EPN1 complex,Q9Y6I3
248,BRAFT complex,O15287
248,BRAFT complex,O15360
248,BRAFT complex,P15927
248,BRAFT complex,P27694
248,BRAFT complex,P35244
248,BRAFT complex,P54132
248,BRAFT complex,Q00597
248,BRAFT complex,Q13472
248,BRAFT complex,Q9HB96
248,BRAFT complex,Q9NPI8
248,BRAFT complex,Q9NW38
254,TBPIP/HOP2-MND1 complex,Q9BWT6
254,TBPIP/HOP2-MND1 complex,Q9P2W1
256,RAD51B-RAD51C complex,O15315
256,RAD51B-RAD51C complex,O43502
261,RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex,O15315
261,RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex,O43502
261,RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex,O43542
261,RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex,O43543
261,RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex,O75771
262,RAD51L3-XRCC2 complex,O43543
262,RAD51L3-XRCC2 complex,O75771
265,ATR-ATRIP complex,Q13535
265,ATR-ATRIP complex,Q8WXE1
266,RAD17-RFC complex,O75943
266,RAD17-RFC complex,P35249
266,RAD17-RFC complex,P35250
266,RAD17-RFC complex,P40937
266,RAD17-RFC complex,P40938
271,9-1-1 complex,O60671
271,9-1-1 complex,O60921
271,9-1-1 complex,Q99638
274,9-1-1-RAD17-RFC complex,O60671
274,9-1-1-RAD17-RFC complex,O60921
274,9-1-1-RAD17-RFC complex,O75943
274,9-1-1-RAD17-RFC complex,P35249
274,9-1-1-RAD17-RFC complex,P35250
274,9-1-1-RAD17-RFC complex,P40937
274,9-1-1-RAD17-RFC complex,P40938
274,9-1-1-RAD17-RFC complex,Q99638
278,RFC core complex,P35249
278,RFC core complex,P35250
278,RFC core complex,P40937
279,RFC complex,P35249
279,RFC complex,P35250
279,RFC complex,P35251
279,RFC complex,P40937
279,RFC complex,P40938
280,HMGB1-HMGB2-HSC70-ERP60-GAPDH complex,P04406
280,HMGB1-HMGB2-HSC70-ERP60-GAPDH complex,P09429
280,HMGB1-HMGB2-HSC70-ERP60-GAPDH complex,P11142
280,HMGB1-HMGB2-HSC70-ERP60-GAPDH complex,P26583
280,HMGB1-HMGB2-HSC70-ERP60-GAPDH complex,P30101
282,SNF2h-cohesin-NuRD complex,O60216
282,SNF2h-cohesin-NuRD complex,O60264
282,SNF2h-cohesin-NuRD complex,O94776
282,SNF2h-cohesin-NuRD complex,O95983
282,SNF2h-cohesin-NuRD complex,Q09028
282,SNF2h-cohesin-NuRD complex,Q12873
282,SNF2h-cohesin-NuRD complex,Q13330
282,SNF2h-cohesin-NuRD complex,Q13547
282,SNF2h-cohesin-NuRD complex,Q14683
282,SNF2h-cohesin-NuRD complex,Q16576
282,SNF2h-cohesin-NuRD complex,Q8N3U4
282,SNF2h-cohesin-NuRD complex,Q8WVM7
282,SNF2h-cohesin-NuRD complex,Q92769
282,SNF2h-cohesin-NuRD complex,Q9NRL2
282,SNF2h-cohesin-NuRD complex,Q9UBB5
282,SNF2h-cohesin-NuRD complex,Q9UQE7
283,SIN3 complex,O00422
283,SIN3 complex,O75446
283,SIN3 complex,Q09028
283,SIN3 complex,Q13547
283,SIN3 complex,Q16576
283,SIN3 complex,Q92769
283,SIN3 complex,Q96ST3
285,PCNA-MLH1-PMS1 complex,P12004
285,PCNA-MLH1-PMS1 complex,P40692
285,PCNA-MLH1-PMS1 complex,P54277
286,PCNA-MSH2-MSH6 complex,P12004
286,PCNA-MSH2-MSH6 complex,P43246
286,PCNA-MSH2-MSH6 complex,P52701
287,ARC-L complex,O43513
287,ARC-L complex,O60244
287,ARC-L complex,O75448
287,ARC-L complex,O75586
287,ARC-L complex,P24863
287,ARC-L complex,P49336
287,ARC-L complex,Q13503
287,ARC-L complex,Q15648
287,ARC-L complex,Q71SY5
287,ARC-L complex,Q93074
287,ARC-L complex,Q96RN5
287,ARC-L complex,Q9NVC6
287,ARC-L complex,Q9UHV7
287,ARC-L complex,Q9ULK4
290,MSH2-MLH1-PMS2-PCNA DNA-repair initiation complex,P12004
290,MSH2-MLH1-PMS2-PCNA DNA-repair initiation complex,P40692
290,MSH2-MLH1-PMS2-PCNA DNA-repair initiation complex,P43246
290,MSH2-MLH1-PMS2-PCNA DNA-repair initiation complex,P54278
291,MSH2-MLH1-PMS2 DNA-repair initiation complex,P40692
291,MSH2-MLH1-PMS2 DNA-repair initiation complex,P43246
291,MSH2-MLH1-PMS2 DNA-repair initiation complex,P54278
297,PCNA-DNA polymerase delta complex,P12004
297,PCNA-DNA polymerase delta complex,P28340
297,PCNA-DNA polymerase delta complex,P49005
297,PCNA-DNA polymerase delta complex,Q15054
297,PCNA-DNA polymerase delta complex,Q9HCU8
298,VEGF transcriptional complex,P27695
298,VEGF transcriptional complex,P40763
298,VEGF transcriptional complex,Q16665
298,VEGF transcriptional complex,Q99966
299,CBP-IRF3 complex,Q14653
299,CBP-IRF3 complex,Q92793
300,PC2 complex,O43513
300,PC2 complex,O60244
300,PC2 complex,O75448
300,PC2 complex,O75586
300,PC2 complex,Q13503
300,PC2 complex,Q6P2C8
300,PC2 complex,Q9BTT4
300,PC2 complex,Q9H944
300,PC2 complex,Q9NVC6
300,PC2 complex,Q9Y2W1
300,PC2 complex,Q9Y2X0
300,PC2 complex,Q9Y3C7
301,SMCC complex,O43513
301,SMCC complex,O60244
301,SMCC complex,O75448
301,SMCC complex,O75586
301,SMCC complex,P24863
301,SMCC complex,P49336
301,SMCC complex,Q13503
301,SMCC complex,Q15648
301,SMCC complex,Q6P2C8
301,SMCC complex,Q93074
301,SMCC complex,Q9BTT4
301,SMCC complex,Q9H944
301,SMCC complex,Q9NVC6
301,SMCC complex,Q9UHV7
301,SMCC complex,Q9Y2W1
301,SMCC complex,Q9Y2X0
301,SMCC complex,Q9Y3C7
302,INO80 chromatin remodeling complex,O96019
302,INO80 chromatin remodeling complex,P15923
302,INO80 chromatin remodeling complex,Q53TQ3
302,INO80 chromatin remodeling complex,Q6P4R8
302,INO80 chromatin remodeling complex,Q6PI98
302,INO80 chromatin remodeling complex,Q8NBZ0
302,INO80 chromatin remodeling complex,Q96EZ8
302,INO80 chromatin remodeling complex,Q9C086
302,INO80 chromatin remodeling complex,Q9H981
302,INO80 chromatin remodeling complex,Q9H9F9
302,INO80 chromatin remodeling complex,Q9ULG1
302,INO80 chromatin remodeling complex,Q9Y230
302,INO80 chromatin remodeling complex,Q9Y265
304,SRCAP complex,O43257
304,SRCAP complex,O95619
304,SRCAP complex,O96019
304,SRCAP complex,P0C0S5
304,SRCAP complex,Q15906
304,SRCAP complex,Q6ZRS2
304,SRCAP complex,Q96CJ1
304,SRCAP complex,Q9GZN1
304,SRCAP complex,Q9Y230
304,SRCAP complex,Q9Y265
305,"40S ribosomal subunit, cytoplasmic",P08708
305,"40S ribosomal subunit, cytoplasmic",P08865
305,"40S ribosomal subunit, cytoplasmic",P15880
305,"40S ribosomal subunit, cytoplasmic",P22090
305,"40S ribosomal subunit, cytoplasmic",P23396
305,"40S ribosomal subunit, cytoplasmic",P25398
305,"40S ribosomal subunit, cytoplasmic",P39019
305,"40S ribosomal subunit, cytoplasmic",P42677
305,"40S ribosomal subunit, cytoplasmic",P46781
305,"40S ribosomal subunit, cytoplasmic",P46782
305,"40S ribosomal subunit, cytoplasmic",P46783
305,"40S ribosomal subunit, cytoplasmic",P60866
305,"40S ribosomal subunit, cytoplasmic",P61247
305,"40S ribosomal subunit, cytoplasmic",P62081
305,"40S ribosomal subunit, cytoplasmic",P62241
305,"40S ribosomal subunit, cytoplasmic",P62244
305,"40S ribosomal subunit, cytoplasmic",P62249
305,"40S ribosomal subunit, cytoplasmic",P62263
305,"40S ribosomal subunit, cytoplasmic",P62266
305,"40S ribosomal subunit, cytoplasmic",P62269
305,"40S ribosomal subunit, cytoplasmic",P62273
305,"40S ribosomal subunit, cytoplasmic",P62277
305,"40S ribosomal subunit, cytoplasmic",P62280
305,"40S ribosomal subunit, cytoplasmic",P62701
305,"40S ribosomal subunit, cytoplasmic",P62753
305,"40S ribosomal subunit, cytoplasmic",P62841
305,"40S ribosomal subunit, cytoplasmic",P62847
305,"40S ribosomal subunit, cytoplasmic",P62851
305,"40S ribosomal subunit, cytoplasmic",P62854
305,"40S ribosomal subunit, cytoplasmic",P62857
305,"40S ribosomal subunit, cytoplasmic",P62861
305,"40S ribosomal subunit, cytoplasmic",P62979
305,"40S ribosomal subunit, cytoplasmic",P63220
306,"Ribosome, cytoplasmic",P05386
306,"Ribosome, cytoplasmic",P05387
306,"Ribosome, cytoplasmic",P05388
306,"Ribosome, cytoplasmic",P08708
306,"Ribosome, cytoplasmic",P08865
306,"Ribosome, cytoplasmic",P15880
306,"Ribosome, cytoplasmic",P18077
306,"Ribosome, cytoplasmic",P18124
306,"Ribosome, cytoplasmic",P18621
306,"Ribosome, cytoplasmic",P22090
306,"Ribosome, cytoplasmic",P23396
306,"Ribosome, cytoplasmic",P25398
306,"Ribosome, cytoplasmic",P26373
306,"Ribosome, cytoplasmic",P27635
306,"Ribosome, cytoplasmic",P30050
306,"Ribosome, cytoplasmic",P32969
306,"Ribosome, cytoplasmic",P35268
306,"Ribosome, cytoplasmic",P36578
306,"Ribosome, cytoplasmic",P39019
306,"Ribosome, cytoplasmic",P39023
306,"Ribosome, cytoplasmic",P40429
306,"Ribosome, cytoplasmic",P42677
306,"Ribosome, cytoplasmic",P42766
306,"Ribosome, cytoplasmic",P46776
306,"Ribosome, cytoplasmic",P46777
306,"Ribosome, cytoplasmic",P46778
306,"Ribosome, cytoplasmic",P46779
306,"Ribosome, cytoplasmic",P46781
306,"Ribosome, cytoplasmic",P46782
306,"Ribosome, cytoplasmic",P46783
306,"Ribosome, cytoplasmic",P47914
306,"Ribosome, cytoplasmic",P49207
306,"Ribosome, cytoplasmic",P50914
306,"Ribosome, cytoplasmic",P60866
306,"Ribosome, cytoplasmic",P61247
306,"Ribosome, cytoplasmic",P61254
306,"Ribosome, cytoplasmic",P61313
306,"Ribosome, cytoplasmic",P61353
306,"Ribosome, cytoplasmic",P61513
306,"Ribosome, cytoplasmic",P61927
306,"Ribosome, cytoplasmic",P62081
306,"Ribosome, cytoplasmic",P62241
306,"Ribosome, cytoplasmic",P62244
306,"Ribosome, cytoplasmic",P62249
306,"Ribosome, cytoplasmic",P62263
306,"Ribosome, cytoplasmic",P62266
306,"Ribosome, cytoplasmic",P62269
306,"Ribosome, cytoplasmic",P62273
306,"Ribosome, cytoplasmic",P62277
306,"Ribosome, cytoplasmic",P62280
306,"Ribosome, cytoplasmic",P62424
306,"Ribosome, cytoplasmic",P62701
306,"Ribosome, cytoplasmic",P62750
306,"Ribosome, cytoplasmic",P62753
306,"Ribosome, cytoplasmic",P62829
306,"Ribosome, cytoplasmic",P62841
306,"Ribosome, cytoplasmic",P62847
306,"Ribosome, cytoplasmic",P62851
306,"Ribosome, cytoplasmic",P62854
306,"Ribosome, cytoplasmic",P62857
306,"Ribosome, cytoplasmic",P62861
306,"Ribosome, cytoplasmic",P62888
306,"Ribosome, cytoplasmic",P62891
306,"Ribosome, cytoplasmic",P62899
306,"Ribosome, cytoplasmic",P62906
306,"Ribosome, cytoplasmic",P62910
306,"Ribosome, cytoplasmic",P62913
306,"Ribosome, cytoplasmic",P62917
306,"Ribosome, cytoplasmic",P62945
306,"Ribosome, cytoplasmic",P62979
306,"Ribosome, cytoplasmic",P62987
306,"Ribosome, cytoplasmic",P63173
306,"Ribosome, cytoplasmic",P63220
306,"Ribosome, cytoplasmic",P83731
306,"Ribosome, cytoplasmic",P83881
306,"Ribosome, cytoplasmic",P84098
306,"Ribosome, cytoplasmic",Q02543
306,"Ribosome, cytoplasmic",Q02878
306,"Ribosome, cytoplasmic",Q07020
306,"Ribosome, cytoplasmic",Q9Y3U8
308,"60S ribosomal subunit, cytoplasmic",P05386
308,"60S ribosomal subunit, cytoplasmic",P05387
308,"60S ribosomal subunit, cytoplasmic",P05388
308,"60S ribosomal subunit, cytoplasmic",P18077
308,"60S ribosomal subunit, cytoplasmic",P18124
308,"60S ribosomal subunit, cytoplasmic",P18621
308,"60S ribosomal subunit, cytoplasmic",P26373
308,"60S ribosomal subunit, cytoplasmic",P27635
308,"60S ribosomal subunit, cytoplasmic",P30050
308,"60S ribosomal subunit, cytoplasmic",P32969
308,"60S ribosomal subunit, cytoplasmic",P35268
308,"60S ribosomal subunit, cytoplasmic",P36578
308,"60S ribosomal subunit, cytoplasmic",P39023
308,"60S ribosomal subunit, cytoplasmic",P40429
308,"60S ribosomal subunit, cytoplasmic",P42766
308,"60S ribosomal subunit, cytoplasmic",P46776
308,"60S ribosomal subunit, cytoplasmic",P46777
308,"60S ribosomal subunit, cytoplasmic",P46778
308,"60S ribosomal subunit, cytoplasmic",P46779
308,"60S ribosomal subunit, cytoplasmic",P47914
308,"60S ribosomal subunit, cytoplasmic",P49207
308,"60S ribosomal subunit, cytoplasmic",P50914
308,"60S ribosomal subunit, cytoplasmic",P61254
308,"60S ribosomal subunit, cytoplasmic",P61313
308,"60S ribosomal subunit, cytoplasmic",P61353
308,"60S ribosomal subunit, cytoplasmic",P61513
308,"60S ribosomal subunit, cytoplasmic",P61927
308,"60S ribosomal subunit, cytoplasmic",P62424
308,"60S ribosomal subunit, cytoplasmic",P62750
308,"60S ribosomal subunit, cytoplasmic",P62829
308,"60S ribosomal subunit, cytoplasmic",P62888
308,"60S ribosomal subunit, cytoplasmic",P62891
308,"60S ribosomal subunit, cytoplasmic",P62899
308,"60S ribosomal subunit, cytoplasmic",P62906
308,"60S ribosomal subunit, cytoplasmic",P62910
308,"60S ribosomal subunit, cytoplasmic",P62913
308,"60S ribosomal subunit, cytoplasmic",P62917
308,"60S ribosomal subunit, cytoplasmic",P62945
308,"60S ribosomal subunit, cytoplasmic",P62987
308,"60S ribosomal subunit, cytoplasmic",P63173
308,"60S ribosomal subunit, cytoplasmic",P83731
308,"60S ribosomal subunit, cytoplasmic",P83881
308,"60S ribosomal subunit, cytoplasmic",P84098
308,"60S ribosomal subunit, cytoplasmic",Q02543
308,"60S ribosomal subunit, cytoplasmic",Q02878
308,"60S ribosomal subunit, cytoplasmic",Q07020
308,"60S ribosomal subunit, cytoplasmic",Q9Y3U8
310,Cell cycle kinase complex CDC2,O95067
310,Cell cycle kinase complex CDC2,P06493
310,Cell cycle kinase complex CDC2,P12004
310,Cell cycle kinase complex CDC2,P14635
310,Cell cycle kinase complex CDC2,P24385
310,Cell cycle kinase complex CDC2,P38936
311,Cell cycle kinase complex CDK2,P12004
311,Cell cycle kinase complex CDK2,P24385
311,Cell cycle kinase complex CDK2,P24941
311,Cell cycle kinase complex CDK2,P38936
312,Cell cycle kinase complex CDK4,P11802
312,Cell cycle kinase complex CDK4,P12004
312,Cell cycle kinase complex CDK4,P24385
312,Cell cycle kinase complex CDK4,P38936
313,Cell cycle kinase complex CDK5,P12004
313,Cell cycle kinase complex CDK5,P24385
313,Cell cycle kinase complex CDK5,P30281
313,Cell cycle kinase complex CDK5,P38936
313,Cell cycle kinase complex CDK5,Q00535
314,PCNA-p21 complex,P12004
314,PCNA-p21 complex,P38936
315,"28S ribosomal subunit, mitochondrial",O15235
315,"28S ribosomal subunit, mitochondrial",O60783
315,"28S ribosomal subunit, mitochondrial",P51398
315,"28S ribosomal subunit, mitochondrial",P82650
315,"28S ribosomal subunit, mitochondrial",P82663
315,"28S ribosomal subunit, mitochondrial",P82664
315,"28S ribosomal subunit, mitochondrial",P82673
315,"28S ribosomal subunit, mitochondrial",P82675
315,"28S ribosomal subunit, mitochondrial",P82909
315,"28S ribosomal subunit, mitochondrial",P82912
315,"28S ribosomal subunit, mitochondrial",P82914
315,"28S ribosomal subunit, mitochondrial",P82921
315,"28S ribosomal subunit, mitochondrial",P82930
315,"28S ribosomal subunit, mitochondrial",P82932
315,"28S ribosomal subunit, mitochondrial",P82933
315,"28S ribosomal subunit, mitochondrial",Q92552
315,"28S ribosomal subunit, mitochondrial",Q92665
